A spokesman for the Brotherhood said the arrests are an attempt to cut the Brotherhood off from its supporters and punishment for winning parliamentary seats in earlier elections . 	 O O O O B-org O O O O O O O O O B-org O O O O O O O O O O O O O O
Hardline lawmakers in Pakistan 's North West Frontier Province have pushed through a law that aims to ensure """" Islamic correctness """" in public places and establishes a morality police to enforce decent behavior . 	 O O O B-geo O B-geo I-geo I-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O O O O
Violators could be jailed for up to six months . 	 O O O O O O O O O O
British police say they have arrested a man who dressed as suicide bomber at a demonstration against the publication of cartoons depicting Islam 's Prophet Muhammad . 	 B-gpe O O O O O O O O O O O O O O O O O O O O O B-org O B-per I-per O
Bedfordshire police said Tuesday that Omar Khayam was arrested in Bedford for breaching the conditions of his parole . 	 B-gpe O O B-tim O B-per I-per O O O B-geo O O O O O O O O
The AP also reports Khayam has been on parole from prison since last year after serving half his six-year sentence for drug dealing . 	 O B-org O O B-per O O O O O O O O O O O O O O O O O O O
The officials say prominent tribal leader Malik Faridullah Khan was traveling in South Waziristan Sunday when his vehicle was ambushed in the Kani Wam area . 	 O O O O O O B-per I-per I-per O O O B-geo I-geo B-tim O O O O O O O B-geo I-geo O O
His driver and a tribal elder were also killed . 	 O O O O O O O O O O
No one has claimed responsibility for the killings . 	 O O O O O O O O O
The ambush came a day after a commander of Pakistani troops said the army has almost completely eliminated militants in South Waziristan . 	 O O O O O O O O O B-gpe O O O O O O O O O O B-geo I-geo O
The area became a refuge for many al-Qaida and Taleban fighters after the Taleban government was ousted in Afghanistan in 2001 . 	 O O O O O O O B-org O B-org O O O B-org O O O O B-geo O B-tim O
A senior Pakistani military official says Pakistan wants to put what he calls the """" sordid chapter """" of proliferation by one of its top scientists behind it and build civilian nuclear ties with the United States . 	 O O B-gpe O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-gpe I-gpe O
He said there are reasons of national sensitivities for not making him available . 	 O O O O O O O O O O O O O O
The Pakistani official was giving a background briefing to a small group of reporters in Washington . 	 O B-gpe O O O O O O O O O O O O O B-geo O
Khan admitted in 2004 that he operated a worldwide clandestine network to sell nuclear technology in the black market . 	 B-per O O B-tim O O O O O O O O O O O O O O O O
U.S. Army officials said Wednesday that they will not renew a controversial multi-billion dollar contract with the Halliburton company to provide logistical support to U.S. troops in Iraq and elsewhere . 	 B-gpe B-org O O B-tim O O O O O O O O O O O O B-org O O O O O O B-gpe O O B-geo O O O
Critics of Halliburton include auditors and congressional Democrats . 	 O O B-org O O O O O O
They say the company has produced some shoddy work and charges too much money . 	 O O O O O O O O O O O O O O O
The company strongly denies the allegations . 	 O O O O O O O
Representatives from the Asia Pacific Economic Cooperation Business Advisory Council are holding meetings this week to finalize their annual report for APEC leaders who will hold a summit on September 8 and 9 . 	 O O O B-org I-org I-org I-org I-org I-org I-org O O O O O O O O O O O B-org O O O O O O O B-tim I-tim O B-tim O
VOA 's Nancy-Amelia Collins reports from Sydney . 	 B-org O B-per I-per O O B-geo O
"""" I think actually ABAC has played a pretty good leadership on that in talking about trade facilitation and basically making sure standards are consistent and harmonious across the region . """" 	 O O O O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O
ABAC comprises up to three members of the private sector of each of the 21 economies that make up APEC . 	 B-org O O O O O O O O O O O O O O O O O O B-org O
It meets three times a year . 	 O O O O O O O
It was made a permanent body in 1995 to provide an independent business perspective within APEC . 	 O O O O O O O B-tim O O O O O O O B-org O
ABAC is the only non-governmental body that has an official role and formal dialogue with the leaders of the APEC economies . 	 B-org O O O O O O O O O O O O O O O O O O B-org O O
It will present its annual report at the APEC leaders meeting on Saturday . 	 O O O O O O O O B-org O O O B-tim O
Mr. Ismail announced the decision after meeting with officials from the United Nations and African Union in Khartoum Sunday . 	 B-per I-per O O O O O O O O O B-org I-org O B-org I-org O B-geo B-tim O
Khartoum says troops were defending their positions from rebel attacks . 	 B-gpe O O O O O O O O O O
Aid workers say some relief efforts have been suspended in South Darfur due to recent attacks . 	 O O O O O O O O O O B-geo I-geo O O O O O
Indonesian police have arrested three men in connection with the October 1 Bali bombings that left 23 people dead . 	 B-gpe O O O O O O O O O B-tim I-tim B-geo O O O O O O O
Indonesian police said Wednesday the men were flown to Bali from neighboring Java island for questioning at Bali police headquarters . 	 B-gpe O O B-tim O O O O O B-geo O O B-geo O O O O B-geo O O O
Australian and French news agencies say at least one of the men arrested ( Cholily ) was captured during a series of counter-terrorism raids last week in Indonesia . 	 B-gpe O B-gpe O O O O O O O O O O O B-per O O O O O O O O O O O O B-geo O
The raids ended with the death of alleged extremist bombmaker Azahari bin Husin . 	 O O O O O O O O O O B-per I-per I-per O
Indonesian authorities blame Azahari bin Husin for orchestrating last month 's attacks in Bali as well as the 2002 Bali bombings that killed more than 200 people . 	 B-gpe O O B-per I-per I-per O O O O O O O B-geo O O O O B-tim B-geo O O O O O O O O
Some witnesses to the Sunday shooting said they feared the attack was linked to Muslim anger toward Pope Benedict . 	 O O O O B-tim O O O O O O O O O O O O B-per I-per O
Officials say one suspect was arrested . 	 O O O O O O O
Authorities in Mogadishu have not determined a motive for the shooting . 	 O O B-geo O O O O O O O O O
The pope has said he meant no offense to Muslims when he quoted a 14 century Byzantine emperor as saying some teachings of the Prophet Muhammed brought evil to the world . 	 O O O O O O O O O O O O O O O O B-per O O O O O O O B-per I-per O O O O O O
The Pakistani military launched its offensive in Orakzai to hunt Taliban insurgents . 	 O B-gpe O O O O O B-geo O O B-org O O
At least 32 suspected militants were killed when troops launched a counter-attack . 	 O O O O O O O O O O O O O
The six were kidnapped a few days ago . 	 O O O O O O O O O
The U.S. military in Afghanistan says coalition forces killed 14 Taleban militants in separate clashes this week . 	 O B-org O O B-geo O O O O O B-org O O O O O O O
The military said Saturday 13 guerrillas were killed in two encounters in the central province of Uruzgan . 	 O O O B-tim O O O O O O O O O O O O B-geo O
Another militant was killed by U.S. troops in eastern Paktika province . 	 O O O O O B-gpe O O O B-geo O O
It was not immediately clear what motivated the attack . 	 O O O O O O O O O O
Taleban rebels are not known to operate in northern Afghanistan and the area has been spared much of the bloodshed that has plagued southern and eastern regions . 	 B-org O O O O O O O O B-geo O O O O O O O O O O O O O O O O O O
Russia 's Itar-Tass news agency quotes a medical official as saying some of the victims were intoxicated or homeless . 	 B-geo O B-org O O O O O O O O O O O O O O O O O
The death toll is expected to rise as temperatures continue to hover around minus 30 degrees Celsius or lower overnight . 	 O O O O O O O O O O O O O O O O O O O O O
Emergency power rationing has been put into effect around Moscow . 	 O O O O O O O O O B-geo O
Officials say the 27-year old man from Vietnam 's northern Ninh Binh province died late Thursday and tested positive for the H5N1 strain of bird flu . 	 O O O O O O O B-geo O O B-gpe I-gpe O O O B-tim O O O O O B-nat O O O O O
Officials say the man fell ill after slaughtering two chickens at his home . 	 O O O O O O O O O O O O O O
He is the third person to die from avian influenza in Vietnam this year . 	 O O O O O O O O O O O B-geo O O O
The violence erupted Wednesday after insurgents attacked Ethiopian tanks rolling through an insurgent stronghold near the headquarters of the former Defense Ministry in southern Mogadishu . 	 O O O B-tim O O O B-gpe O O O O O O O O O O O O B-org I-org O O B-geo O
Witnesses say the Ethiopian troops returned heavy fire and that several people were wounded in the fighting . 	 O O O B-gpe O O O O O O O O O O O O O O
Ethiopia deployed soldiers to Somalia last December to help the interim government push an Islamist movement from power . 	 B-gpe O O O B-geo O B-tim O O O O O O O O O O O O
Somalia 's internationally-recognized government has since been struggling to contain regular outbursts of violence by fighters loyal to the fallen Islamist movement . 	 B-gpe O O O O O O O O O O O O O O O O O O O B-org O O
Top Palestinian negotiator Ahmed Qureia says Israeli and Palestinian mediators have agreed to prepare a document outlining their progress toward a peace accord . 	 O B-gpe O B-per I-per O B-gpe O B-gpe O O O O O O O O O O O O O O O
He did not elaborate on why negotiators had come to the decision . 	 O O O O O O O O O O O O O
The two sides have expressed hope at reaching a peace deal before U.S. President George Bush leaves office early next year . 	 O O O O O O O O O O O O B-gpe B-per I-per I-per O O O O O O
But Qureia said Wednesday that reaching a peace agreement with Israel before Mr. Bush leaves office will take a """" miracle . """" 	 O B-per O B-tim O O O O O O B-geo O B-per I-per O O O O O O O O O
He told reporters in the West Bank that there is still room for progress in Israeli-Palestinian negotiations . 	 O O O O O B-geo I-geo O O O O O O O O O O O
The Israeli military says Major General Udi Adam - the head of the army 's Northern Command - has announced his resignation . 	 O B-gpe O O B-per I-per I-per I-per O O O O O O O B-org I-org O O O O O O
Adam was widely expected to leave the army after he was pushed aside near the end of the 34-day war against Hezbollah guerrillas in Lebanon . 	 B-per O O O O O O O O O O O O O O O O O O O O B-org O O B-geo O
He was replaced by another general as """" coordinator of operations in Lebanon . """" 	 O O O O O O O O O O O O B-geo O O
A Washington-based research institute says Pakistan is building a nuclear reactor that could produce enough plutonium for 40 to 50 nuclear weapons a year . 	 O O O O O B-gpe O O O O O O O O O O O O O O O O O O O
The Institute for Science and International Security reports that satellite photos show a possible construction site for a larger nuclear reactor near the small one in the Khushab district of Punjab province . 	 O B-org I-org I-org I-org I-org I-org O O O O O O O O O O O O O O O O O O O O B-geo O O B-geo O O
The American Diabetes Association reports the disease is the leading cause of new cases of blindness among adults . 	 O B-org I-org I-org O O O O O O O O O O O O O O O
It is the leading cause of kidney failure . 	 O O O O O O O O O
The rate of amputation is 10 times higher among those who suffer from the disease . 	 O O O O O O O O O O O O O O O O
VOA 's June Soh found camps that provide children with this chronic disease a positive approach to living with diabetes while letting them just be kids . 	 B-org O B-per I-per O O O O O O O O O O O O O O O O O O O O O O O
Amy Katz Narrates . 	 B-per I-per O O
They were convicted of plotting to kill Mr. Castro during the 2000 Ibero-American summit in Panama City . 	 O O O O O O O B-per I-per O O B-tim O O O B-geo I-geo O
The Israeli army has killed a Palestinian youth in the northern Gaza Strip and wounded at least three other people . 	 O B-gpe O O O O B-gpe O O O O B-geo I-geo O O O O O O O O
The army says it targeted a man who was collecting a rocket launcher from an area used to fire rockets at Israel recently . 	 O O O O O O O O O O O O O O O O O O O O O B-geo O O
Palestinian medical sources say the Israeli strike killed a teenager . 	 B-gpe O O O O B-gpe O O O O O
The Israeli military began an offensive in Gaza after militants kidnapped an Israeli soldier in June . 	 O B-gpe O O O O O B-geo O O O O B-gpe O O B-tim O
More than 200 Palestinians have been killed in the offensive . 	 O O O B-gpe O O O O O O O
He said an Arab peace plan for the region is problematic because it requires Palestinians to recognize Israel in exchange for an Israeli pullout from Palestinian territories . 	 O O O B-gpe O O O O O O O O O O B-gpe O O B-gpe O O O O B-gpe O O B-gpe O O
He spoke after a week of deadly political infighting between Hamas and the rival Fatah party of President Mahmoud Abbas . 	 O O O O O O O O O O B-org O O O B-org O O B-per I-per I-per O
U.S. automaker Chrysler has opened a $ 570 million engine plant in northern Mexico . 	 B-geo O B-org O O O O O O O O O O B-geo O
Mr. Calderon said Mexico has become a worldwide leader in the auto industry . 	 B-per I-per O B-gpe O O O O O O O O O O
A U.S. jury has found that drug maker Merck is not liable for the heart attack suffered by a man taking its painkiller Vioxx . 	 O B-geo O O O O O O B-org O O O O O O O O O O O O O O B-art O
The New Jersey jurists agreed with Merck that job stress and health risks caused the 60-year old postal worker to have a heart attack four years ago . 	 O B-geo I-geo O O O B-org O O O O O O O O O O O O O O O O O O O O O
The plaintiff argued Vioxx was responsible . 	 O O O B-org O O O
The jury also rejected the man 's claim that Merck failed to properly warn users about the drug 's risks . 	 O O O O O O O O O B-org O O O O O O O O O O O
Merck withdrew the popular drug last year after a study showed it doubled the risk of heart problems in long-term users . 	 B-org O O O O O O O O O O O O O O O O O O O O O
Merck is facing thousands of other lawsuits over Vioxx . 	 B-org O O O O O O O B-art O
Thursday 's verdict is only the second in a Vioxx case . 	 B-tim O O O O O O O O B-art O O
Merck is appealing that decision . 	 B-org O O O O O
The rumors are TRUE : Nicole Ritchie is pregnant . 	 O O O O O B-per I-per O O O
Ritchie also spoke about her guilty plea last week to driving under the influence and the resulting four-day jail sentence . 	 B-per O O O O O O O O O O O O O O O O O O O O
Warner told supporters outside of the University of Virginia Friday that he will not seek a sixth term in the 2008 elections . 	 B-per O O O O O B-org I-org I-org B-tim O O O O O O O O O O B-tim O O
The former chairman of the powerful Senate Armed Services Committee has openly criticized President Bush 's handling of the war in Iraq . 	 O O O O O O B-org I-org I-org I-org O O O B-per I-per O O O O O O B-geo O
He called on Mr. Bush earlier this month to begin withdrawing some U.S. troops from Iraq . 	 O O O B-per I-per O O O O O O O B-gpe O O B-geo O
His retirement will leave open what would have been a relatively safe seat for Republicans in the fight for Senate control in the elections . 	 O O O O O O O O O O O O O O O O O O O B-org O O O O O
Democrats will now have a better chance to protect or expand their one-seat majority in the Senate . 	 O O O O O O O O O O O O O O O O B-org O
The United Nations says December 's Indian Ocean tsunami caused around $ 520 million in damage to fishing industries in seven of the worst hit countries . 	 O B-org I-org O B-tim O B-geo I-geo O O O O O O O O O O O O O O O O O O O
It said the loss was significant in a region where fishing provides a vital source of food . 	 O O O O O O O O O O O O O O O O O O
The agency says it has sent experts to help rebuild fishing industry infrastructure lost in the disaster and is developing strategies for long-term recovery in the region . 	 O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Officials say she died Tuesday . 	 O O O O B-tim O
A statement from the health ministry said the woman 's family kept chickens in their backyard . 	 O O O O O O O O O O O O O O O O O
Scientists fear such a mutation could spark a global pandemic with a potential death toll of millions . 	 O O O O O O O O O O O O O O O O O O
Thailand says it has photo evidence to prove its claim that Islamic militants responsible for violence in Thailand 's Muslim-majority south are training in neighboring Malaysia . 	 B-gpe O O O O O O O O O O B-org O O O O O B-geo O O O O O O O B-geo O
Malaysia and Indonesia have demanded proof of Bangkok 's allegations . 	 B-gpe O B-gpe O O O O B-gpe O O O
More than 500 people have been killed this year in an insurgency that some say is supported by extremist Muslims in Indonesia and Malaysia . 	 O O O O O O O O O O O O O O O O O O O B-org O B-geo O B-geo O
Several thousand people took to the streets of Shanghai as part of a new wave of anti-Japanese protests over Japan 's bid for a permanent seat on the U.N. Security Council and Tokyo 's alleged downplaying of war atrocities . 	 O O O O O O O O B-geo O O O O O O O O O O B-gpe O O O O O O O O B-org I-org I-org O B-gpe O O O O O O O
State Councilor Tang Jiaxuan told the official Xinhua news agency that China 's government is urging people to protest in a calm and orderly manner . 	 B-per I-per I-per I-per O O O B-org O O O B-gpe O O O O O O O O O O O O O O
Organizers of the 2012 Summer Olympics in London have promised the """" greenest games """" in history and sought to soothe concerns about the rising cost of the event . 	 O O O B-eve I-eve I-eve O B-geo O O O O O O O O O O O O O O O O O O O O O O
The Olympic Delivery Authority has promised to cut emissions 50 percent by generating energy on site and using renewable energy . 	 O B-org I-org I-org O O O O O O O O O O O O O O O O O
Prime Minister Tony Blair said London is farther ahead in preparations at this stage than any other previous Olympic host city . 	 B-per I-per I-per I-per O B-gpe O O O O O O O O O O O O O O O O
A select committee report due Wednesday is expected to be highly critical of the government 's financing of the Games . 	 O O O O O B-tim O O O O O O O O O O O O O B-eve O
China 's giant pandas have been on endangered species lists for nearly 30 years . 	 B-geo O O O O O O O O O O O O O O
There are only about 1600 pandas still living in the wild in China . 	 O O O O O O O O O O O O B-geo O
One of the 2008 Olympic mascots is modeled on a panda called Jing Jing . 	 O O O B-eve I-eve O O O O O O O B-nat I-nat O
Conservationists hope she will help draw attention to the threats facing the giant panda -- one of China 's national symbols . 	 O O O O O O O O O O O O O O O O O B-gpe O O O O
Sam Beattie reports from Jing Jing 's home in Sichuan province . 	 B-per I-per O O B-nat I-nat O O O B-geo O O
British defense officials say 14 British military personnel have been killed in a crash of a NATO aircraft in southern Afghanistan . 	 B-gpe O O O O B-gpe O O O O O O O O O O B-org O O O B-geo O
A NATO spokesman says the aircraft went off the radar and crashed in an open area near Kandahar Saturday . 	 O B-org O O O O O O O O O O O O O O O B-geo B-tim O
The crash comes as NATO forces launched an offensive to drive Taleban remnants out of Kandahar . 	 O O O O B-org O O O O O O B-org O O O B-geo O
Mr. Sivaram 's Web site became popular for ongoing reports on the Sri Lankan civil war and was a prominent supporter of the Tamil Tiger rebel movement . 	 B-per I-per O B-art O O O O O O O O B-org B-geo O O O O O O O O O B-org I-org O O O
No one claimed responsibility for the killing . 	 O O O O O O O O
Japan and North Korea say they are considering a resumption of bilateral talks as part of efforts to normalize relations . 	 B-gpe O B-gpe I-gpe O O O O O O O O O O O O O O O O O
Japanese media reported Monday that the two countries hope to arrange to hold the talks in Beijing in early November . 	 B-gpe O O B-tim O O O O O O O O O O O O B-geo O O B-tim O
The talks could come before six-party talks on North Korea 's nuclear ambitions resume . 	 O O O O O O O O B-gpe I-gpe O O O O O
Japan and North Korea have not had formal bilateral talks for about a year . 	 B-gpe O B-gpe I-gpe O O O O O O O O O O O
Tokyo and Pyongyang are at odds over North Korea 's nuclear weapons program and the North 's kidnapping of Japanese citizens in the 1970s and 1980s . 	 B-gpe O B-gpe O O O O B-gpe I-gpe O O O O O O B-gpe O O O B-gpe O O O B-tim O B-tim O
A human rights group has accused coalition forces in Iraq of failing to secure evidence considered vital to the upcoming war crimes trial of former Iraqi leader Saddam Hussein . 	 O O O O O O O O O B-geo O O O O O O O O O O O O O O O B-gpe O B-per I-per O
The group also accused troops of failing to stop people from damaging several mass graves in the war-torn country . 	 O O O O O O O O O O O O O O O O O O O O
The Associated Press quotes a U.S. Defense Department spokeswoman as saying it has not reviewed the report . 	 O B-org I-org O O B-gpe B-org I-org O O O O O O O O O O
Saddam Hussein was arraigned in July at a U.S. military base on the outskirts of Baghdad . 	 B-per I-per O O O B-tim O O B-gpe O O O O O O B-geo O
Egypt 's government and the World Health Organization say three Egyptian children have been hospitalized with the deadly form of avian flu . 	 B-gpe O O O O B-org I-org I-org O O B-gpe O O O O O O O O O O O O
The children come from different parts of the country . 	 O O O O O O O O O O
WHO says they are receiving treatment and are in stable condition . 	 B-org O O O O O O O O O O O
The organization says the children had a history of contact with dead birds . 	 O O O O O O O O O O O O O O
Thirty two Egyptians have contracted the H5N1 form of avian flu . 	 O O B-gpe O O O B-nat O O O O O
Thirteen of them have died . 	 O O O O O O
Egypt has had the largest number of human bird flu cases outside of Asia . 	 B-geo O O O O O O O O O O O O B-geo O
The head of the U.N. investigation into the Iraq oil-for-food program says Saddam Hussein illegally obtained more money from oil smuggling than from corruption in the U.N. program . 	 O O O O B-org O O O B-gpe O O O B-per I-per O O O O O O O O O O O O B-org O O
The United Nations created the oil-for-food program after the first Gulf War to allow Iraq to sell oil and use the profits for the Iraqi people 's humanitarian needs . 	 O B-org I-org O O O O O O O B-eve I-eve O O B-gpe O O O O O O O O O B-gpe O O O O O
Interior Minister Murat Sutalinov is at the prison to head negotiations with the inmates . 	 B-per I-per I-per I-per O O O O O O O O O O O
The ministry gave no other details . 	 O O O O O O O
It is not clear if the hostage-takers made any demands . 	 O O O O O O O O O O O
Mr. Akmatbayev was involved in negotiations on Wednesday at another Kyrgyz prison where a riot over poor living conditions forced the staff to evacuate earlier this week . 	 B-per I-per O O O O O B-tim O O B-gpe O O O O O O O O O O O O O O O O O
A commercial airplane taking off from Western Europe has landed in Iraq for the first time in nearly 20 years . 	 O O O O O O B-geo I-geo O O O B-geo O O O O O O O O O
Regular service between Paris and Baghdad is not expected to start for at least several weeks . 	 O O O B-geo O B-geo O O O O O O O O O O O
Aigle Azur is just one of a number of airlines to start flying to Baghdad . 	 B-org I-org O O O O O O O O O O O O B-geo O
The Labor Department Friday issued a report that also showed the U.S. unemployment rate increased for the first time in three months - to 4.6 percent . 	 O B-org I-org B-tim O O O O O O O B-gpe O O O O O O O O O O O O O O O
Analysts say the Department of Labor report will help ease worries that a tight labor market will significantly inflate wages and costs . 	 O O O B-org I-org I-org O O O O O O O O O O O O O O O O O
Venezuelan President Hugo Chavez has denounced Colombia 's defense minister as an obstacle to peace and a pawn of the United States . 	 B-gpe B-per I-per I-per O O B-gpe O O O O O O O O O O O O O B-gpe I-gpe O
Mr. Chavez reacted sharply Sunday to the defense minister 's remarks about a meeting between Mr. Chavez and Colombian President Alvaro Uribe . 	 B-per I-per O O B-tim O O O O O O O O O O B-per I-per O B-gpe B-per I-per I-per O
The two presidents met Friday to try to mend ties between their countries . 	 O O O O B-tim O O O O O O O O O
Tensions between the two countries rose in March when Colombia attacked a rebel camp in Ecuador . 	 O O O O O O O B-tim O B-gpe O O O O O B-geo O
Venezuela responded by sending troops to the Colombian border . 	 B-gpe O O O O O O B-gpe O O
In a statement Saturday Chinese Foreign Ministry spokesman Liu Jianchao accused the U.S. body of attempting to interfere with Chinese internal affairs under the guise of religious freedom . 	 O O O B-tim B-gpe B-org I-org O B-per I-per O O B-gpe O O O O O O B-gpe O O O O O O O O O
He said such criticism runs counter to the good development of U.S - China relations . 	 O O O O O O O O O O O B-gpe O B-gpe O O
People who worship in unauthorized ways are subject to arrest . 	 O O O O O O O O O O O
Uganda 's government and rebels of the Lord 's Resistance Army are nearing a peace deal to end more than 20 years of conflict . 	 B-gpe O O O O O O B-org I-org I-org I-org O O O O O O O O O O O O O O
Officials close to the negotiations say an accord signed Friday provides for the disarmament and demobilization of the LRA . 	 O O O O O O O O O B-tim O O O O O O O O B-org O
The two sides signed a permanent cease-fire agreement last Saturday during peace talks in Sudan . 	 O O O O O O O O O B-tim O O O O B-geo O
Kony is one of five LRA officials sought by the International Criminal Court for alleged war crimes . 	 B-per O O O O B-org O O O O B-org I-org I-org O O O O O
LRA fighters are accused of murdering thousands of civilians and raping and mutilating others during the long insurgency in northern Uganda . 	 B-org O O O O O O O O O O O O O O O O O O O B-geo O
World number one men 's tennis player Roger Federer has been nearly unbeatable in the past year . 	 O O O O O O O B-per I-per O O O O O O O O O
But his warmup for the Australian Open has abruptly ended with a rare loss . 	 O O O O O B-eve I-eve O O O O O O O O
The Swiss star was upset Wednesday by German Tommy Haas in the opening match of the Kooyong Classic in Melbourne . 	 O B-gpe O O O B-tim O B-gpe B-per I-per O O O O O O B-eve I-eve O B-geo O
The European Space Agency says it has received the first images and scientific readings from the surface of Saturn 's moon Titan . 	 O B-org I-org I-org O O O O O O O O O O O O O O B-geo O O B-geo O
Officials at agency headquarters in Germany Friday say information taken from the Huygens space probe show what looks like drainage channels on the moon . 	 O O O O O B-geo B-tim O O O O O B-art O O O O O O O O O O O O
They say the surface has canyons that were most likely caused by some type of liquid . 	 O O O O O O O O O O O O O O O O O
The space probe began transmitting data to the Cassini spacecraft while landing on Saturn 's largest moon earlier Friday . 	 O O O O O O O O B-art O O O O B-geo O O O O B-tim O
Police fired tear gas to disperse hundreds of Dr. Besigye 's supporters who took to the streets in Kampala after his release Monday . 	 O O O O O O O O B-per I-per O O O O O O O O B-geo O O O B-tim O
A military tribunal has charged Dr. Besigye with terrorism and possessing illegal weapons . 	 O O O O O B-per I-per O O O O O O O
U.S. President Barack Obama says improvements in the American health care system are inevitable . 	 B-gpe B-per I-per I-per O O O O B-gpe O O O O O O
The president said """" naysayers and cynics """" should not bet against the passage of health insurance legislation . 	 O O O O O O O O O O O O O O O O O O O
He also said inaction on the issue is not an option . 	 O O O O O O O O O O O O
Mr. Obama has vowed to sign a health care bill into law this year . 	 B-per I-per O O O O O O O O O O O O O
Democrats in the House of Representatives say they are nearly ready to unveil their health care reform plan . 	 B-org O O B-org I-org I-org O O O O O O O O O O O O O
Controversy over extending health coverage to uninsured Americans centers on how to pay for it . 	 O O O O O O O B-gpe O O O O O O O O
It is expected to cost $ 1 trillion over 10 years . 	 O O O O O O O O O O O O
World Bank member nations meeting in Washington have approved a debt relief plan for 17 African and Latin American countries that could total $ 37 billion over 40 years . 	 B-org I-org O O O O B-geo O O O O O O O O B-gpe O B-gpe I-gpe O O O O O O O O O O O
Iran has closed government offices and schools in Tehran for two days because of wind-blown dust that has polluted the capital . 	 B-gpe O O O O O O O B-geo O O O O O O O O O O O O O
Medical authorities are advising people with heart and respiratory problems to stay inside . 	 O O O O O O O O O O O O O O
Iran 's Press TV says Tehran 's Air Quality Control Company has found the amount of potentially harmful particulate in the air has reached dangerous levels . 	 B-gpe O B-org I-org O B-geo O B-org I-org I-org I-org O O O O O O O O O O O O O O O O
Shortly before midnight a suicide bomber blew himself up in a crowd of young Israelis waiting to get into a beachfront nightclub in Tel Aviv . 	 O O B-tim O O O O O O O O O O O B-gpe O O O O O O O O B-geo I-geo O
Israeli police say the bomber was spotted and prevented from entering the club . 	 B-gpe O O O O O O O O O O O O O
